id,date,username,tweet
1544832646605205506,2022-07-06 23:56:19+00:00,dekainudaisuki,キャストより早く大阪入ってるかも（なんで？）
1544832644327825410,2022-07-06 23:56:18+00:00,Sep1914Antonio,MEU DEUSSSS
1544832638904459264,2022-07-06 23:56:17+00:00,massive_gains_,DROP your handles FOLLOW whoever Retweets and LIKES your comment❤️🐏
1544832638875324416,2022-07-06 23:56:17+00:00,UrbanXtraRadio,#Nowplaying #Chris Brown - Fine China Remix Zouk (UZUSVOL2) [By Underfaya Prod]
1544832638430724099,2022-07-06 23:56:17+00:00,kaylaacarter_,Saw Jitney this evening at @oldvictheatre and thought it was incredible !!! It’s only here till Saturday go see it if you haven’t already… I laughed and I cried 🥹
1544832637654540288,2022-07-06 23:56:17+00:00,amelia_suandi,"W males ma u

Wordle 383 X/6

⬛⬛⬛⬛⬛
⬛⬛🟩⬛⬛
⬛⬛🟩⬛🟩
🟨⬛🟩⬛🟩
⬛⬛⬛⬛⬛
🟩🟨🟩🟨🟩"
1544832628678860800,2022-07-06 23:56:14+00:00,HortonWeather,For #HortonPark partlycloudy tomorrow! With a high of 25.67C and a low of 15.53C. #Epsom
1544832625818337280,2022-07-06 23:56:14+00:00,JummaiAlfa,"I am actually Gods favorite, I am so grateful🥺"
1544832612761571329,2022-07-06 23:56:11+00:00,its_yaboydre,Omg! I have Twitter circles!!! Is this my hoe era?! 🙈🙈😂😂
1544832607850008576,2022-07-06 23:56:09+00:00,Zangetsushi_,"If I don't get this cat I've applied to adopt I don't know what I'm going to do with myself, my brains already planned the next 5 years if my life with the cat I can't change this"
